SCENE_ID,START_TIME,END_TIME,DURATION,NARRATION,VISUAL_TYPE,VISUAL_DESCRIPTION,CAMERA,LENS_PERSPECTIVE,MOVEMENT,LIGHTING,COMPOSITION,ON_SCREEN_TEXT,SOURCE,ASSET_STATUS,TRANSITION,SOUND,PURPOSE,AS_BUILT_SHOTS,AS_BUILT_SOUND,CAMERA_METADATA_STATUS,VISUAL_ARGUMENT_LINK
S063,00:09:09.800,00:09:29.800,20.000000,"người chịu tác động hiểu những hậu quả mà mô hình hoặc phòng thí nghiệm có thể không nhìn thấy. Câu hỏi là: ai tham gia, khi nào, với thông tin và quyền phản biện gì; ý kiến có thể dẫn tới thay đổi thiết kế hoặc quản trị bằng cơ chế nào?",V11 · FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Khẳng định dân chủ hóa là tổ chức quan hệ tri thức/quyền lực, không xóa chuyên gia. Asset: mixkit_4809_1080.mp4, V9_030.mp4, S086_flow_1080p.mp4.",Roundtable medium,50 mm,Slow orbit 25 độ,"Balanced window key, warm practical","Tam giác ánh mắt, vật mẫu giữa",CHUYÊN MÔN KỸ THUẬT + KINH NGHIỆM SỐNG,assets/v11_real/mixkit/mixkit_4809_1080.mp4 | assets/flow_v9_raw/V9_030.mp4 | assets/flow_selected/S086_flow_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Natural room tone; theme hopeful restrained; nhịp thở hình/nhạc 4.0s, không kéo chậm giọng","Khẳng định dân chủ hóa là tổ chức quan hệ tri thức/quyền lực, không xóa chuyên gia.",V11 plan: assets/v11_real/mixkit/mixkit_4809_1080.mp4 | assets/flow_v9_raw/V9_030.mp4 | assets/flow_selected/S086_flow_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Khẳng định dân chủ hóa là tổ chức quan hệ tri thức/quyền lực, không xóa chuyên gia."
S064,00:09:29.800,00:09:32.900,3.100000,Hãy theo dõi một quỹ đạo thực tế trong phân tích của Feenberg.,V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Mở case bằng nguồn thật trước tái dựng. Asset: S064_source_card.png.,Archival desk macro,50 mm,Slow diagonal slider,"Warm desk lamp, paper neutral",Ba trang thật xếp có chiều sâu,CASE NGUỒN · MẠNG MÁY TÍNH VÀ NHÓM HỖ TRỢ ALS,assets/v11_source_cards_r6/S064_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Page ambience; dial-up motif rất nhỏ,Mở case bằng nguồn thật trước tái dựng.,V11 plan: assets/v11_source_cards_r6/S064_source_card.png,"VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; impact @ 546.900s, whoosh @ 546.900s","Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Mở case bằng nguồn thật trước tái dựng.
S065,00:09:32.900,00:09:44.200,11.300000,"Trước hết là dữ kiện. Các mạng lớn như Teletel của Pháp và Internet ban đầu được nhiều nhà kỹ trị, kỹ sư hình dung chủ yếu như công cụ phân phối dữ liệu.",V11 · FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Hiện ý định ban đầu mà không giả tư liệu lịch sử. Asset: S065_network_users_1080p.mp4, mixkit_242_1080.mp4.",Wide technical environment,35 mm,Slow dolly past equipment,"Fluorescent period-neutral, CRT glow subtle",Luồng một chiều từ trung tâm ra terminal,MINH HỌA BẰNG AI · DỮ LIỆU TỪ NGUỒN,assets/flow_v8_odoo/S065_network_users_1080p.mp4 | assets/v11_real/mixkit/mixkit_242_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Fan hum, modem texture restrained",Hiện ý định ban đầu mà không giả tư liệu lịch sử.,V11 plan: assets/flow_v8_odoo/S065_network_users_1080p.mp4 | assets/v11_real/mixkit/mixkit_242_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Hiện ý định ban đầu mà không giả tư liệu lịch sử.
S066,00:09:44.200,00:09:48.667,4.466667,Người dùng sớm chiếm dụng chúng cho một mục đích không nằm ở trung tâm kế hoạch:,V11 · FOOTAGE QUAY THẬT,Chuỗi hình V11 khớp trực tiếp luận điểm: Làm rõ cấu trúc quyền lực của mô hình phân phối. Asset: mixkit_41165_1080.mp4.,Isometric network without dot-grid,50 mm,Slow descend over one-way branches,"Cool center, amber packets","Một nguồn trên, người dùng dưới; không random nodes",MÔ HÌNH BAN ĐẦU · PHÂN PHỐI DỮ LIỆU,assets/v11_real/mixkit/mixkit_41165_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",One-way pulses; no cyber effects,Làm rõ cấu trúc quyền lực của mô hình phân phối.,V11 plan: assets/v11_real/mixkit/mixkit_41165_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Làm rõ cấu trúc quyền lực của mô hình phân phối.
S067,00:09:48.667,00:10:01.334,12.666667,"giao tiếp giữa người với người. Đây không chỉ là dùng khác hướng dẫn. Cách diễn giải mới dần đi vào thay đổi thiết kế, rồi làm đổi cả định nghĩa về chức năng của máy tính.",V11 · FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Cho thấy agency bằng hành động sử dụng ngoài ý định ban đầu. Asset: mixkit_4916_1080.mp4, mixkit_4872_1080.mp4.",Parallel cross-cut close/medium,50 mm và 85 mm,Matched push-ins,"Tungsten home light, CRT bloom đúng mức","Hai không gian cân nhau, line ngang kết nối",MINH HỌA BẰNG AI · SỰ CHIẾM DỤNG CỦA NGƯỜI DÙNG,assets/v11_real/mixkit/mixkit_4916_1080.mp4 | assets/v11_real/mixkit/mixkit_4872_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Keyboard, modem handshake rất nhỏ",Cho thấy agency bằng hành động sử dụng ngoài ý định ban đầu.,V11 plan: assets/v11_real/mixkit/mixkit_4916_1080.mp4 | assets/v11_real/mixkit/mixkit_4872_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho thấy agency bằng hành động sử dụng ngoài ý định ban đầu.
S068,00:10:01.333,00:10:08.333,7.000000,"Giao tiếp trở thành chức năng chuẩn của công nghệ từng được hình dung chủ yếu cho tính toán, lưu trữ và truyền dữ liệu.",V11 · ĐỒ HỌA GIẢI THÍCH,"Chuỗi hình V11 khớp trực tiếp luận điểm: Nối appropriation với thay đổi thiết kế, tránh dừng ở cách dùng. Asset: MG16_network_transformation.mp4.",Isometric transformation,50 mm,Controlled mechanical re-route,Amber lines gain teal peer links,"Cấu trúc trước/sau chia bằng thời gian, không split card",DIỄN GIẢI MỚI → THAY ĐỔI THIẾT KẾ → ĐỔI ĐỊNH NGHĨA,assets/v11_graphics/MG16_network_transformation.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Routing clicks, theme gains counterline","Nối appropriation với thay đổi thiết kế, tránh dừng ở cách dùng.",V11 plan: assets/v11_graphics/MG16_network_transformation.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Nối appropriation với thay đổi thiết kế, tránh dừng ở cách dùng."
S069,00:10:08.333,00:10:12.033,3.700000,"Người dùng, vì thế, không đứng hoàn toàn bên ngoài thiết kế;",V11 · FOOTAGE QUAY THẬT,Chuỗi hình V11 khớp trực tiếp luận điểm: Làm rõ thay đổi định nghĩa chức năng ở cấp cấu trúc. Asset: mixkit_4907_1080.mp4.,Product-like 3D,50 mm,Slow orbit while module seats,Neutral metal; teal communication module,"Bốn mô-đun cân bằng, không giao diện giả",TÍNH TOÁN · LƯU TRỮ · PHÂN PHỐI · GIAO TIẾP,assets/v11_real/mixkit/mixkit_4907_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Four note motif,Làm rõ thay đổi định nghĩa chức năng ở cấp cấu trúc.,V11 plan: assets/v11_real/mixkit/mixkit_4907_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Làm rõ thay đổi định nghĩa chức năng ở cấp cấu trúc.
S070,00:10:12.033,00:10:21.700,9.666667,"trong những điều kiện nhất định, cách họ chiếm dụng hệ thống có thể tác động trở lại quỹ đạo kỹ thuật. Tiếp theo là nhóm hỗ trợ bệnh nhân ALS trên bảng tin y tế Prodigy.",V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Chứng minh mối nối agency–design bằng văn bản gốc. Asset: S070_source_card.png.,Document close-up,Flat scan,Pan từ cuối tr. 10 sang đầu tr. 11,"Warm paper, teal underline","Giữ số trang trong khung, citation dưới","NGƯỜI DÙNG CHIẾM DỤNG → THAY ĐỔI THIẾT KẾ | Feenberg, PDF tr. 10–11",assets/v11_source_cards_r6/S070_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Pencil line, music duck",Chứng minh mối nối agency–design bằng văn bản gốc.,V11 plan: assets/v11_source_cards_r6/S070_source_card.png,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Chứng minh mối nối agency–design bằng văn bản gốc.
S071,00:10:21.700,00:10:32.533,10.833333,"ALS là bệnh xơ cứng teo cơ một bên. Khi Feenberg nghiên cứu nhóm vào năm 1995, có khoảng năm trăm bệnh nhân và người chăm sóc đọc trao đổi;",V11 · FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Chuyển case từ chức năng mạng sang cộng đồng người bệnh. Asset: V9_037.mp4, mixkit_308_1080.mp4.",Wide intimate establishing,35 mm,Slow dolly in from doorway,"Warm lamp, cool window, natural skin",Hai người cùng nhìn CRT; không khai thác bệnh tật,MINH HỌA BẰNG AI · NHÓM HỖ TRỢ ALS TRÊN PRODIGY,assets/flow_v9_raw/V9_037.mp4 | assets/v11_real/mixkit/mixkit_308_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Room tone, CRT hum, soft key taps",Chuyển case từ chức năng mạng sang cộng đồng người bệnh.,V11 plan: assets/flow_v9_raw/V9_037.mp4 | assets/v11_real/mixkit/mixkit_308_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; modem @ 598.800s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Chuyển case từ chức năng mạng sang cộng đồng người bệnh.
S072,00:10:32.533,00:10:42.366,9.833333,"vài chục người tham gia tích cực. Họ không chỉ trao đổi dữ liệu y khoa, mà còn nói về sự phụ thuộc, bệnh tật, cái chết và những khó khăn khó bộc lộ trực tiếp.",V11 · FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Trình bày đúng quy mô với từ hạn định, không tô phồng. Asset: mixkit_308_1080.mp4, mixkit_4907_1080.mp4.",High-angle conceptual city,50 mm,Slow pull up,"Night homes warm, background navy",Nhiều cửa sổ không thành dot-grid; số liệu ở vùng âm,NĂM 1995 · KHOẢNG 500 NGƯỜI ĐỌC · VÀI CHỤC NGƯỜI THAM GIA TÍCH CỰC,assets/v11_real/mixkit/mixkit_308_1080.mp4 | assets/v11_real/mixkit/mixkit_4907_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Soft home ambiences blend; no crowd roar,"Trình bày đúng quy mô với từ hạn định, không tô phồng.",V11 plan: assets/v11_real/mixkit/mixkit_308_1080.mp4 | assets/v11_real/mixkit/mixkit_4907_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Trình bày đúng quy mô với từ hạn định, không tô phồng."
S073,00:10:42.367,00:10:52.034,9.666667,"Feenberg nhận xét: trong trường hợp này, giới hạn của giao tiếp bằng văn bản có thể mở cánh cửa vốn khép kín ở tương tác mặt đối mặt.",V11 · FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Cho cảm nhận sức nặng nội dung mà không giật gân. Asset: mixkit_1781_1080.mp4, mixkit_41180_1080.mp4.",Intimate close-ups,85 mm,Locked with natural micro movement,"Warm practical, shadow detail",Tay và mắt; không phô bày khuyết tật,MINH HỌA BẰNG AI,assets/v11_real/mixkit/mixkit_1781_1080.mp4 | assets/v11_real/mixkit/mixkit_41180_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Keystrokes sparse; breath; theme gần im,Cho cảm nhận sức nặng nội dung mà không giật gân.,V11 plan: assets/v11_real/mixkit/mixkit_1781_1080.mp4 | assets/v11_real/mixkit/mixkit_41180_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; modem @ 619.467s,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho cảm nhận sức nặng nội dung mà không giật gân.
S074,00:10:52.033,00:11:02.700,10.666667,Người tham gia còn lập một danh sách ưu tiên và gửi tới một tổ chức về ALS tại Hoa Kỳ. Hành động ấy đánh dấu bước chuyển từ trao đổi riêng lẻ sang việc phát biểu một lợi ích chung.,V11 · ĐỒ HỌA GIẢI THÍCH,"Chuỗi hình V11 khớp trực tiếp luận điểm: Giải thích nghịch lý môi trường bằng hình ảnh, giữ điều kiện ‘trong trường hợp này’. Asset: MG30_collective_priority.mp4.",Poetic medium wide,50 mm,Slow push through opening,"Low warm light, teal line subtle","Khoảng cách lớn giữa người, opening center",TRONG TRƯỜNG HỢP NÀY · GIỚI HẠN CỦA MÔI TRƯỜNG CÓ THỂ MỞ MỘT KHẢ NĂNG,assets/v11_graphics/MG30_collective_priority.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Airy tone, one keypress","Giải thích nghịch lý môi trường bằng hình ảnh, giữ điều kiện ‘trong trường hợp này’.",V11 plan: assets/v11_graphics/MG30_collective_priority.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Giải thích nghịch lý môi trường bằng hình ảnh, giữ điều kiện ‘trong trường hợp này’."
S075,00:11:02.700,00:11:06.467,3.766667,Ta chỉ nên kết luận đến mức bằng chứng cho phép:,V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Chuyển từ chia sẻ cá nhân sang năng lực xác lập ưu tiên tập thể. Asset: MG17_evidence_boundary.mp4.,Macro match-action montage,85/100 mm,Matched hand movements,Warm domestic light,"Cards hội tụ ở center, không để AI tạo chữ",DỮ KIỆN TỪ NGUỒN · HÌNH THÀNH DANH SÁCH ƯU TIÊN,assets/v11_graphics/MG17_evidence_boundary.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Pencil strokes build rhythm,Chuyển từ chia sẻ cá nhân sang năng lực xác lập ưu tiên tập thể.,V11 plan: assets/v11_graphics/MG17_evidence_boundary.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Chuyển từ chia sẻ cá nhân sang năng lực xác lập ưu tiên tập thể.
S076,00:11:06.467,00:11:11.367,4.900000,cộng đồng đã hình thành tiếng nói tập thể và đưa ưu tiên tới một tổ chức liên quan.,V11 · TÀI LIỆU NGUỒN,Chuỗi hình V11 khớp trực tiếp luận điểm: Trình bày đúng sự kiện và chủ động chặn suy diễn kết quả. Asset: S076_source_card.png.,Side-on process tableau,50 mm,Track with document,"Neutral daylight, teal path","Community left, institution right, endpoint visible",ĐÃ TRÌNH DANH SÁCH · KHÔNG CÓ DỮ LIỆU VỀ KẾT QUẢ SAU ĐÓ,assets/v11_source_cards_r6/S076_source_card.png,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Paper handoff; music suspends,Trình bày đúng sự kiện và chủ động chặn suy diễn kết quả.,V11 plan: assets/v11_source_cards_r6/S076_source_card.png,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Trình bày đúng sự kiện và chủ động chặn suy diễn kết quả.
S077,00:11:11.367,00:11:31.434,20.066667,"Không có căn cứ ở đây để nói danh sách chắc chắn được chấp nhận, làm đổi chính sách hay cải thiện điều trị. Bây giờ là phân tích theo Feenberg. Người dùng không chỉ chọn nội dung bên trong một công cụ đóng kín. Sự chiếm dụng làm lộ một khả năng xã hội–kỹ thuật mà định nghĩa ban đầu xem là thứ yếu.",V11 · TÀI LIỆU NGUỒN + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Dạy cách phân biệt fact với suy luận, đúng rubric của thầy. Asset: S076_source_card.png, V9_034.mp4, V9_033.mp4.",Top-down evidence boundary,Orthographic,Slow pull-back revealing boundary,Verified teal; unknown gray; không đỏ báo lỗi,"Đường biên bằng chứng rõ, ba nhánh không nối",GIỚI HẠN BẰNG CHỨNG | KHÔNG SUY DIỄN KẾT QUẢ,assets/v11_source_cards_r6/S076_source_card.png | assets/flow_v9_raw/V9_034.mp4 | assets/flow_v9_raw/V9_033.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Three muted non-resolution tones,"Dạy cách phân biệt fact với suy luận, đúng rubric của thầy.",V11 plan: assets/v11_source_cards_r6/S076_source_card.png | assets/flow_v9_raw/V9_034.mp4 | assets/flow_v9_raw/V9_033.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Dạy cách phân biệt fact với suy luận, đúng rubric của thầy."
S078,00:11:31.433,00:12:16.133,44.700000,"Năng lực hành động của người dùng tác động ngược vào quỹ đạo phát triển của mạng. Case biểu hiện ba lớp. Về thiết kế, hệ thống phân phối dữ liệu trở thành hạ tầng giao tiếp. Về lợi ích, kinh nghiệm bệnh nhân tạo ra ưu tiên không thể suy ra chỉ từ góc nhìn vận hành. Về quyền lực, mạng mở khả năng chuyển những cá nhân vốn chủ yếu là đối tượng của thực hành y khoa thành chủ thể có tiếng nói tập thể. Đây là điểm nối trực tiếp với dân chủ hóa thiết kế và quản trị. Khi kinh nghiệm của người tham gia làm thay đổi chức năng, ưu tiên hoặc quy trình của hệ thống, giá trị không còn chỉ là lời bình luận bên ngoài. Nó bắt đầu đi vào cách công nghệ được định nghĩa và tổ chức. Tuy vậy, khả năng ấy không tự động xảy ra;",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Tách rõ khoảnh khắc chuyển từ fact sang phân tích lý thuyết. Asset: MG18_three_analytic_layers.mp4, S065_network_users_alt_1080p.mp4, S073_adaptive_computer_alt_1080p.mp4, V9_038.mp4, V9_035.mp4, V9_012.mp4.",Exploded 3D hero,35 mm,Arc + one controlled reconfiguration,"Amber system, teal feedback, dark stage","Ba lớp xếp sâu, người dùng không nhỏ hơn hệ thống",PHÂN TÍCH THEO FEENBERG · THIẾT KẾ · LỢI ÍCH · QUYỀN LỰC,assets/v11_graphics/MG18_three_analytic_layers.mp4 | assets/flow_v8_namthanguit/S065_network_users_alt_1080p.mp4 | assets/flow_v8_namthanguit/S073_adaptive_computer_alt_1080p.mp4 | assets/flow_v9_raw/V9_038.mp4 | assets/flow_v9_raw/V9_035.mp4 | assets/flow_v9_raw/V9_012.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Theme returns; mechanical re-route,Tách rõ khoảnh khắc chuyển từ fact sang phân tích lý thuyết.,V11 plan: assets/v11_graphics/MG18_three_analytic_layers.mp4 | assets/flow_v8_namthanguit/S065_network_users_alt_1080p.mp4 | assets/flow_v8_namthanguit/S073_adaptive_computer_alt_1080p.mp4 | assets/flow_v9_raw/V9_038.mp4 | assets/flow_v9_raw/V9_035.mp4 | assets/flow_v9_raw/V9_012.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Tách rõ khoảnh khắc chuyển từ fact sang phân tích lý thuyết.
S079,00:12:16.133,00:12:44.966,28.833333,"nó phụ thuộc vào cấu trúc tiếp nhận phản hồi, quyền truy cập thông tin và tương quan quyền lực giữa các bên. Không nên lãng mạn hóa. Feenberg nói về tiềm năng, không tuyên bố mọi cộng đồng trực tuyến đều dân chủ hay mọi sự chiếm dụng đều tiến bộ. Case cho thấy thiết kế chưa khép kín và người chịu tác động có thể trở thành tác nhân thay đổi.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Kết case với sự thận trọng và đưa về chuyển dụng hiện tại. Asset: MG17_evidence_boundary.mp4, MG45_feedback_path.mp4, MG39_cautious_potential.mp4, mixkit_4916_1080.mp4, MG40_stakeholder_map.mp4.",Time-bridge wide,35 mm,Slow forward transition 1995→present,Tungsten 1995 hòa daylight hiện đại,Không triumph shot; line dẫn về CHAR_MAI,TIỀM NĂNG · KHÔNG PHẢI BẢO ĐẢM,assets/v11_graphics/MG17_evidence_boundary.mp4 | assets/v11_graphics/MG45_feedback_path.mp4 | assets/v11_graphics/MG39_cautious_potential.mp4 | assets/v11_real/mixkit/mixkit_4916_1080.mp4 | assets/v11_graphics/MG40_stakeholder_map.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Dial-up texture hòa vào hospital ambience; nhịp thở hình/nhạc 5.0s, không kéo chậm giọng",Kết case với sự thận trọng và đưa về chuyển dụng hiện tại.,V11 plan: assets/v11_graphics/MG17_evidence_boundary.mp4 | assets/v11_graphics/MG45_feedback_path.mp4 | assets/v11_graphics/MG39_cautious_potential.mp4 | assets/v11_real/mixkit/mixkit_4916_1080.mp4 | assets/v11_graphics/MG40_stakeholder_map.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Kết case với sự thận trọng và đưa về chuyển dụng hiện tại.
S080,00:12:44.967,00:12:57.167,12.200000,"Trở lại hệ thống phân lịch khám. Đây là tình huống giả định để vận dụng phương pháp luận, không phải case do Feenberg phân tích. Theo thuyết công cụ, ta có thể hỏi thuật toán xếp lịch có chạy đúng mục tiêu",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Đánh dấu rõ chuyển từ case nguồn sang vận dụng của nhóm. Asset: S002_phone_tap_alt_1080p.mp4, V9_002.mp4, MG19_five_questions.mp4.",Observational medium-close,50 mm,Slow push 5%,Hospital daylight continuity,"Mai ở 1/3 phải, black-box reflection nhỏ trong kính",ĐỀ XUẤT CỦA NHÓM 14 · CHUYỂN DỤNG PHƯƠNG PHÁP LUẬN,assets/flow_v8_namthanguit/S002_phone_tap_alt_1080p.mp4 | assets/flow_v9_raw/V9_002.mp4 | assets/v11_graphics/MG19_five_questions.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Hospital ambience returns; theme clean,Đánh dấu rõ chuyển từ case nguồn sang vận dụng của nhóm.,V11 plan: assets/flow_v8_namthanguit/S002_phone_tap_alt_1080p.mp4 | assets/flow_v9_raw/V9_002.mp4 | assets/v11_graphics/MG19_five_questions.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đánh dấu rõ chuyển từ case nguồn sang vận dụng của nhóm.
S081,00:12:57.167,00:13:10.367,13.200000,"không và người vận hành có trách nhiệm không. Hai câu hỏi ấy cần thiết, nhưng chưa đủ. Từ cách tiếp cận phê phán, ta có thể mở rộng phân tích bằng năm câu hỏi phương pháp luận. Một: ai định nghĩa vấn đề?",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Thể hiện công bằng giới hạn phạm vi, không phủ nhận giá trị của kiểm thử. Asset: MG19_five_questions.mp4, mixkit_3257_1080.mp4, mixkit_42656_1080.mp4.",Top-down-to-wide reveal,50 mm,Crane pull-back,"Neutral test bench, amber unchecked layers",Vòng PASS ở giữa nhỏ dần khi phạm vi mở,"THUYẾT CÔNG CỤ · CẦN THIẾT, NHƯNG CHƯA ĐỦ",assets/v11_graphics/MG19_five_questions.mp4 | assets/v11_real/mixkit/mixkit_3257_1080.mp4 | assets/v11_real/mixkit/mixkit_42656_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Test beep then low unresolved tone,"Thể hiện công bằng giới hạn phạm vi, không phủ nhận giá trị của kiểm thử.",V11 plan: assets/v11_graphics/MG19_five_questions.mp4 | assets/v11_real/mixkit/mixkit_3257_1080.mp4 | assets/v11_real/mixkit/mixkit_42656_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Thể hiện công bằng giới hạn phạm vi, không phủ nhận giá trị của kiểm thử."
